per_of_RERERETE_semantics_0,seq_of_RERERETE_semantics_0,per_of_RERERETE_semantics_1,seq_of_RERERETE_semantics_1,per_of_RERERETE_semantics_2,seq_of_RERERETE_semantics_2,per_of_RERERETE_semantics_3,seq_of_RERERETE_semantics_3,per_of_RERERETE_semantics_4,seq_of_RERERETE_semantics_4,per_of_RERERETE_kwg_0,seq_of_RERERETE_kwg_0,per_of_RERERETE_kwg_1,seq_of_RERERETE_kwg_1,per_of_RERERETE_kwg_2,seq_of_RERERETE_kwg_2,per_of_RERERETE_kwg_3,seq_of_RERERETE_kwg_3,per_of_RERERETE_kwg_4,seq_of_RERERETE_kwg_4,per_of_RERERETE_SIR_0,seq_of_RERERETE_SIR_0,per_of_RERERETE_SIR_1,seq_of_RERERETE_SIR_1,per_of_RERERETE_SIR_2,seq_of_RERERETE_SIR_2,per_of_RERERETE_SIR_3,seq_of_RERERETE_SIR_3,per_of_RERERETE_SIR_4,seq_of_RERERETE_SIR_4,per_of_RNormalTranslation_semantics_0,seq_of_RNormalTranslation_semantics_0,per_of_RNormalTranslation_kwg_0,seq_of_RNormalTranslation_kwg_0,per_of_RNormalTranslation_sir_0,seq_of_RNormalTranslation_sir_0,per_of_RPivotTranslation_semantics_0,seq_of_RPivotTranslation_semantics_0,per_of_RPivotTranslation_kwg_0,seq_of_RPivotTranslation_kwg_0,per_of_RPivotTranslation_sir_0,seq_of_RPivotTranslation_sir_0
49.6834831237793,179,97.79251861572266,146,94.72303009033203,195,12.59727954864502,288,15.162139892578125,213,15.162139892578125,255,53.74692916870117,308,15.162139892578125,246,45.72809600830078,270,15.263677597045898,278,103.54072570800781,140,103.54072570800781,141,12.59727954864502,174,103.54072570800781,140,74.22232818603516,144,40.1191291809082,320,40.1191291809082,303,40.1191291809082,197,33.09479522705078,227,33.09479522705078,224,33.09479522705078,201
35.49366760253906,72,48.55760192871094,72,29.088300704956055,81,61.883506774902344,122,38.476810455322266,94,85.20570373535156,175,31.715959548950195,236,67.46245574951172,163,27.13469696044922,216,48.761878967285156,184,82.56490325927734,279,120.61614227294922,266,55.786617279052734,316,112.0943374633789,243,56.50455856323242,322,68.90866088867188,129,69.37796020507812,239,287.68310546875,340,74.2759017944336,161,74.6865234375,230,66.84241485595703,137
18.961502075195312,152,42.14933776855469,100,32.71826171875,162,13.673712730407715,171,17.2711124420166,166,45.82160568237305,115,17.2711124420166,292,47.66743850708008,118,38.197654724121094,223,17.2711124420166,159,15.25072193145752,277,32.28568649291992,245,12.752490043640137,402,13.659381866455078,216,12.666533470153809,326,11.55340576171875,220,11.55340576171875,330,11.55340576171875,495,43.565704345703125,250,44.815574645996094,243,11.55340576171875,198
24.14065170288086,67,29.432497024536133,46,28.021360397338867,68,24.14065170288086,93,26.303491592407227,63,31.674177169799805,152,15.601036071777344,212,33.13397979736328,129,21.194408416748047,197,22.07422637939453,181,22.07422637939453,77,17.484254837036133,77,22.07422637939453,81,32.362056732177734,71,22.07422637939453,77,43.3256950378418,110,34.435089111328125,231,50.32318115234375,84,60.475807189941406,93,85.27667236328125,166,21.317049026489258,242
51.52608108520508,76,45.434661865234375,78,60.0445671081543,82,48.84986877441406,231,31.012699127197266,213,68.27552032470703,278,48.84986877441406,326,53.06486129760742,228,53.8277587890625,313,41.3045768737793,297,36.61222839355469,97,67.83755493164062,94,44.304359436035156,120,53.47489547729492,96,27.69574737548828,103,96.05683135986328,318,71.92105102539062,308,70.71825408935547,117,170.48812866210938,237,62.98490905761719,223,71.92105102539062,219
42.775352478027344,208,27.01596450805664,221,27.01596450805664,234,12.010674476623535,277,20.966157913208008,241,29.676713943481445,270,52.325138092041016,301,29.49117660522461,240,41.51833724975586,289,41.50068283081055,268,22.2028865814209,407,21.937509536743164,401,30.667991638183594,475,12.816582679748535,390,42.87465286254883,436,101.80602264404297,284,73.2044906616211,295,100.6034927368164,517,61.09255599975586,211,75.14691925048828,209,83.90682983398438,228
44.01012420654297,161,62.9967155456543,160,114.21737670898438,171,114.21737670898438,228,114.21737670898438,201,73.23465728759766,179,66.2992172241211,254,73.23465728759766,170,88.8880844116211,220,95.28263854980469,195,43.68307113647461,172,32.64362716674805,155,102.00315856933594,201,51.68190002441406,150,108.32823944091797,187,62.72248458862305,312,107.16117858886719,282,127.67747497558594,237,54.849464416503906,213,79.58308410644531,212,79.8701400756836,142
88.09249114990234,219,103.74528503417969,210,32.7834358215332,252,64.72045135498047,291,32.7834358215332,267,64.10014343261719,180,48.329654693603516,270,99.9992904663086,176,19.5267276763916,240,19.5267276763916,218,18.79193115234375,254,61.28892517089844,246,23.510164260864258,339,46.5626106262207,221,45.090431213378906,266,91.45610046386719,299,80.88927459716797,264,76.36817932128906,340,45.21120071411133,220,57.02878952026367,179,85.45072937011719,247
33.396244049072266,122,33.396244049072266,121,33.396244049072266,136,30.136058807373047,252,33.75139617919922,146,84.54145812988281,167,37.20664978027344,297,46.32939147949219,146,14.454671859741211,191,28.113815307617188,177,18.394527435302734,81,70.184814453125,48,28.35665512084961,105,71.43223571777344,42,22.876808166503906,95,27.985519409179688,309,27.985519409179688,306,27.985519409179688,106,27.985519409179688,238,27.985519409179688,235,27.985519409179688,226
33.55738830566406,190,33.55738830566406,178,40.581661224365234,203,33.11162185668945,285,52.819278717041016,238,23.35053825378418,108,20.44635009765625,214,22.55350112915039,108,25.352304458618164,195,22.30862808227539,135,8.384482383728027,168,8.384482383728027,134,55.754093170166016,173,12.238972663879395,117,55.754093170166016,166,52.049686431884766,283,17.24062156677246,193,61.765586853027344,214,45.7420768737793,225,40.774513244628906,177,35.9012451171875,227
22.842859268188477,124,44.76555633544922,107,24.63382339477539,125,29.164508819580078,181,23.211820602416992,143,34.15309524536133,271,18.129013061523438,322,22.89366912841797,246,20.027185440063477,290,18.907533645629883,286,98.86343383789062,49,25.6024112701416,44,33.68083190917969,60,69.63475036621094,41,42.06678771972656,56,25.51767921447754,179,110.4066390991211,308,13.339652061462402,61,22.350963592529297,199,39.187801361083984,244,25.694049835205078,164
101.38648986816406,98,51.7429313659668,113,54.226348876953125,103,21.403587341308594,132,49.662864685058594,115,41.22830581665039,233,33.6305046081543,297,46.65835952758789,218,23.088836669921875,289,46.17483139038086,244,20.25261878967285,431,70.69602966308594,376,21.403587341308594,455,33.15883255004883,326,21.403587341308594,425,31.195510864257812,157,24.609437942504883,295,41.90489196777344,514,37.32312774658203,199,43.458251953125,188,57.55069351196289,185
37.46299743652344,99,15.696084976196289,102,36.890201568603516,107,22.53499984741211,203,22.98485565185547,155,36.411109924316406,184,15.371282577514648,292,29.973642349243164,189,25.536149978637695,212,36.411109924316406,192,25.311012268066406,49,46.78575134277344,53,23.147811889648438,83,50.8353385925293,54,23.147811889648438,58,27.363801956176758,325,44.0291862487793,294,32.845306396484375,75,37.89998245239258,243,43.105350494384766,239,31.195749282836914,246
12.719571113586426,217,40.570068359375,192,11.8770751953125,236,24.74906349182129,295,14.471540451049805,251,14.831538200378418,169,16.267959594726562,187,17.467430114746094,153,18.299007415771484,176,13.22457504272461,174,16.267959594726562,112,24.131858825683594,77,19.96751594543457,141,15.791426658630371,72,20.83924102783203,119,39.77043533325195,313,43.916725158691406,297,51.4831657409668,146,25.54133415222168,249,33.70791244506836,242,33.70791244506836,156
46.28217315673828,163,136.29103088378906,130,46.28217315673828,173,63.10726547241211,212,63.10726547241211,186,78.1795654296875,181,40.4268684387207,332,105.2659912109375,162,83.49852752685547,249,75.99445343017578,195,21.126190185546875,263,21.14452362060547,230,65.58041381835938,343,114.91883087158203,225,32.58697509765625,302,180.19091796875,312,216.4829864501953,275,171.22128295898438,411,361.0020446777344,232,171.2598876953125,215,156.35845947265625,223
8.446133613586426,86,8.446133613586426,84,8.446133613586426,93,6.296433448791504,127,6.296433448791504,123,15.08492660522461,163,13.643229484558105,229,15.08492660522461,148,17.688560485839844,211,15.08492660522461,179,13.186284065246582,78,13.186284065246582,73,5.822424411773682,88,13.186284065246582,69,5.822424411773682,91,17.922725677490234,125,10.698131561279297,240,24.870359420776367,106,14.368959426879883,175,9.32327651977539,174,9.32327651977539,294
79.45957946777344,115,81.5682144165039,113,80.55109405517578,116,43.14635467529297,194,90.82521057128906,124,46.956111907958984,192,67.59676361083984,253,50.66480255126953,168,42.01545715332031,213,46.956111907958984,198,31.590917587280273,50,52.490142822265625,46,36.738426208496094,56,44.66618347167969,45,17.997406005859375,54,36.29945755004883,303,29.230409622192383,277,31.008047103881836,66,43.32297897338867,214,34.26763916015625,219,21.34312629699707,210
59.10934829711914,204,115.22093963623047,212,23.47370147705078,215,7.596334457397461,303,20.1308650970459,265,50.947669982910156,153,13.625791549682617,211,29.44734001159668,146,20.63430404663086,179,58.13971710205078,148,41.787357330322266,246,62.35580825805664,228,8.36578369140625,387,133.9130401611328,219,30.19610595703125,275,14.405505180358887,304,32.63225555419922,241,32.63225555419922,477,90.95362854003906,203,32.63225555419922,225,32.63225555419922,245
8.751381874084473,172,8.751381874084473,156,9.512748718261719,186,8.007091522216797,223,9.512748718261719,197,12.565534591674805,192,11.331558227539062,273,11.803886413574219,106,14.845541000366211,238,14.972695350646973,209,8.751381874084473,92,12.93310260772705,86,8.007091522216797,107,12.93310260772705,89,8.751381874084473,94,28.33922576904297,314,18.183340072631836,309,8.007091522216797,94,14.923097610473633,254,20.712495803833008,255,18.183340072631836,239
30.124635696411133,189,21.695478439331055,180,30.94028663635254,201,49.88044738769531,268,60.251441955566406,243,41.03323745727539,189,65.8062973022461,275,27.661022186279297,187,45.570133209228516,245,36.539249420166016,202,54.16273880004883,353,60.251441955566406,293,50.221519470214844,419,64.39068603515625,205,54.16273880004883,381,68.31524658203125,300,58.48659896850586,294,118.88495635986328,464,57.851036071777344,256,91.98995971679688,209,126.84575653076172,222
65.7754898071289,109,50.68873977661133,108,25.032196044921875,134,32.39970779418945,220,28.428377151489258,145,78.65208435058594,184,27.86537742614746,257,104.94707489013672,166,45.14876937866211,216,148.5577392578125,196,117.3729019165039,112,95.13440704345703,100,33.501678466796875,136,81.62836456298828,90,33.329376220703125,123,23.590343475341797,305,41.990928649902344,300,48.78036880493164,156,44.6573486328125,209,22.839374542236328,247,57.53077697753906,152
46.47806167602539,181,46.47806167602539,152,13.354626655578613,192,14.115750312805176,296,13.354626655578613,248,33.53992462158203,160,34.47480010986328,276,29.498075485229492,151,33.53992462158203,229,33.53992462158203,168,24.012060165405273,74,24.012060165405273,71,17.57850456237793,105,32.50276565551758,67,17.57850456237793,99,34.604557037353516,323,32.45709228515625,292,26.089458465576172,125,56.81980895996094,219,40.35563659667969,239,23.30443572998047,172
75.90959930419922,132,92.03756713867188,127,73.71305847167969,143,47.410118103027344,318,77.37987518310547,272,67.91153717041016,212,49.652034759521484,301,77.57734680175781,200,87.30564880371094,255,79.94558715820312,207,209.2355194091797,276,37.83184814453125,270,21.948442459106445,327,143.30215454101562,236,112.38377380371094,281,230.75942993164062,321,71.67390441894531,320,149.29806518554688,335,53.79349136352539,340,148.9454345703125,349,36.159088134765625,240
9.07734203338623,64,9.248616218566895,53,8.280475616455078,73,7.032016754150391,118,8.89731502532959,95,24.368288040161133,197,9.51840877532959,276,21.3169002532959,189,13.445429801940918,239,10.939957618713379,214,19.4388370513916,55,19.4388370513916,49,11.702634811401367,68,17.878293991088867,52,20.180328369140625,56,20.338706970214844,190,16.250865936279297,310,24.100862503051758,59,13.630474090576172,229,24.998170852661133,217,15.886933326721191,181
33.60247802734375,132,31.928653717041016,132,25.19913101196289,141,25.54144859313965,231,24.712820053100586,158,28.23500633239746,227,24.712820053100586,275,44.17578125,231,19.57866859436035,254,19.57866859436035,235,35.55664825439453,153,36.06449508666992,142,18.159252166748047,161,60.39627456665039,145,26.347150802612305,140,34.471805572509766,228,47.984092712402344,280,40.73889923095703,161,41.86252212524414,211,34.471805572509766,219,36.1292610168457,160
76.3286361694336,89,68.07864379882812,86,43.784263610839844,91,32.22003173828125,143,58.07294464111328,103,20.068525314331055,137,28.97736930847168,288,25.892972946166992,113,18.026748657226562,211,33.5626220703125,184,14.87922477722168,154,14.87922477722168,152,104.33370208740234,215,14.87922477722168,153,50.18601608276367,178,42.95286178588867,173,123.22183990478516,310,123.22183990478516,210,52.365203857421875,244,118.18803405761719,280,118.18803405761719,318
30.639135360717773,219,30.943788528442383,206,12.221232414245605,230,28.345537185668945,273,17.251895904541016,280,31.812206268310547,190,34.53071212768555,284,31.812206268310547,184,27.542482376098633,230,25.140178680419922,207,44.19483184814453,90,35.21192932128906,79,28.345537185668945,104,62.21176528930664,80,27.542482376098633,89,22.598417282104492,322,26.141456604003906,297,26.06082534790039,125,21.215425491333008,266,35.26836395263672,218,21.215425491333008,197
33.46139907836914,205,33.46139907836914,205,33.46139907836914,205,33.46139907836914,227,33.46139907836914,205,34.46602249145508,179,46.800331115722656,312,37.842140197753906,158,46.28743362426758,238,26.52295684814453,190,33.46139907836914,72,45.590389251708984,65,11.694214820861816,79,45.590389251708984,65,33.46139907836914,72,13.313994407653809,316,31.480947494506836,331,11.694214820861816,81,38.099830627441406,250,31.480947494506836,318,37.70355224609375,207
14.797758102416992,128,14.797758102416992,113,14.433710098266602,195,16.495162963867188,295,16.495162963867188,213,16.076730728149414,262,23.569204330444336,317,20.779041290283203,262,16.495162963867188,297,21.015888214111328,276,17.034238815307617,86,36.50291061401367,89,17.034238815307617,99,23.443185806274414,82,17.034238815307617,92,27.973953247070312,315,30.503965377807617,310,30.503965377807617,138,29.534393310546875,236,41.94453430175781,267,30.2454891204834,225
62.49013900756836,118,39.89800262451172,92,12.015711784362793,125,10.673184394836426,170,12.596271514892578,148,13.901102066040039,155,20.078886032104492,228,26.21192741394043,149,20.078886032104492,228,28.102949142456055,190,16.377098083496094,259,26.326129913330078,232,28.962278366088867,273,20.482929229736328,234,11.054849624633789,260,56.81387710571289,278,133.38650512695312,267,21.856334686279297,361,47.83894729614258,153,76.14080810546875,219,152.69288635253906,230
5.695520877838135,50,8.717994689941406,43,12.05955696105957,48,16.74543571472168,297,16.74543571472168,143,19.423776626586914,117,62.808353424072266,242,13.998095512390137,117,17.054357528686523,198,8.685199737548828,130,14.439371109008789,223,13.415282249450684,205,34.7279052734375,324,13.366667747497559,205,27.924522399902344,259,16.74543571472168,357,15.926090240478516,283,15.926090240478516,426,23.85244369506836,258,15.926090240478516,290,15.926090240478516,263
85.66952514648438,183,165.20156860351562,188,85.66952514648438,188,43.19089889526367,269,60.55406188964844,225,45.838069915771484,214,69.0614242553711,284,45.838069915771484,206,61.897315979003906,247,70.50599670410156,232,60.64352798461914,110,41.23265838623047,103,43.19089889526367,124,38.28651428222656,96,80.04888153076172,113,106.33297729492188,288,194.37489318847656,305,93.59158325195312,122,31.64603042602539,257,93.59158325195312,203,203.917236328125,238
30.388423919677734,179,41.06778335571289,175,30.388423919677734,208,16.966236114501953,337,30.388423919677734,238,40.9179801940918,258,21.710247039794922,339,27.085559844970703,242,38.133174896240234,290,38.133174896240234,276,26.910978317260742,44,16.966236114501953,46,52.22612380981445,48,16.966236114501953,46,16.966236114501953,46,95.22386169433594,346,47.799678802490234,325,44.629737854003906,47,38.67564392089844,255,51.28106689453125,246,38.67564392089844,264
46.330108642578125,183,45.86511993408203,182,30.2249755859375,205,33.821475982666016,286,46.97043228149414,271,26.261245727539062,184,46.86381912231445,262,51.5113525390625,171,76.89512634277344,207,24.42255973815918,192,64.7060775756836,47,40.46582794189453,41,31.886432647705078,51,50.89970779418945,39,47.683738708496094,50,41.40388107299805,307,120.87084197998047,290,55.8441047668457,64,41.60673904418945,260,53.68000411987305,196,36.03504943847656,230
17.831632614135742,182,24.47184181213379,168,18.213788986206055,220,24.72940444946289,316,24.72940444946289,260,31.193317413330078,122,23.831663131713867,190,31.193317413330078,129,35.97397994995117,164,24.815122604370117,134,70.2888412475586,43,77.01680755615234,41,24.72940444946289,82,96.69708251953125,40,19.701169967651367,58,40.96866226196289,327,31.630325317382812,191,31.836069107055664,80,48.49210739135742,233,30.083810806274414,294,36.64445495605469,240
40.50989532470703,162,61.90800094604492,139,37.81596755981445,179,17.56591796875,288,22.955402374267578,171,34.019493103027344,214,37.81596755981445,322,34.019493103027344,213,73.4256820678711,277,46.890621185302734,250,59.29453659057617,35,24.033967971801758,38,23.451353073120117,49,65.191650390625,36,52.48146057128906,44,63.891727447509766,305,39.03538513183594,310,40.032649993896484,48,31.293865203857422,234,40.032649993896484,189,52.213497161865234,234
19.91227912902832,70,36.81329345703125,75,15.964966773986816,91,18.124881744384766,213,31.093442916870117,113,51.716529846191406,225,42.73538589477539,296,67.28607940673828,187,27.066484451293945,285,33.41180419921875,264,18.00905418395996,130,18.00905418395996,109,37.24507141113281,152,54.96712875366211,73,24.301937103271484,135,22.096872329711914,302,16.47776222229004,291,17.720129013061523,150,22.663585662841797,191,30.54952621459961,206,22.663585662841797,271
21.08819007873535,189,21.08819007873535,187,21.89492416381836,199,14.436260223388672,282,16.394546508789062,248,92.35281372070312,156,24.246278762817383,197,69.05145263671875,135,21.269529342651367,184,51.81736373901367,167,23.3286075592041,173,18.055700302124023,162,24.3392391204834,211,17.773134231567383,166,24.3392391204834,205,23.677845001220703,278,31.548301696777344,214,32.57838439941406,220,40.910552978515625,245,23.677845001220703,238,22.755651473999023,211
10.447381973266602,67,15.179888725280762,64,12.154361724853516,65,12.154361724853516,96,23.1258602142334,76,106.7232437133789,73,14.032958030700684,100,96.1363754272461,75,27.93071937561035,95,115.12191772460938,83,43.75496292114258,39,43.75496292114258,40,30.216075897216797,61,44.75754165649414,43,59.262935638427734,46,22.50592613220215,83,23.823055267333984,92,23.823055267333984,66,21.705385208129883,260,23.823055267333984,185,15.876016616821289,126
49.44654846191406,273,28.52741050720215,252,30.18673324584961,268,34.33098220825195,342,41.66276550292969,303,46.779170989990234,201,92.64351654052734,276,38.83114242553711,178,48.110679626464844,240,21.610963821411133,241,42.13962173461914,344,47.42089080810547,315,23.21441650390625,416,34.895381927490234,301,23.21441650390625,391,51.71366500854492,330,45.28960037231445,327,48.1458625793457,488,34.77937698364258,245,50.996498107910156,211,98.25835418701172,203
33.31428146362305,114,40.53870391845703,114,39.243560791015625,142,18.240619659423828,306,29.08966827392578,199,59.586273193359375,97,11.686575889587402,319,46.83142852783203,100,34.91755676269531,159,31.61890983581543,120,28.121992111206055,254,27.16567039489746,235,16.24628448486328,278,86.26806640625,236,11.686575889587402,286,29.61273765563965,319,41.68553161621094,351,45.8684196472168,351,43.70303726196289,245,27.321636199951172,263,22.39981460571289,220
25.166181564331055,184,15.661689758300781,173,34.64574432373047,204,49.32016372680664,297,36.02703857421875,258,27.50442886352539,182,31.887680053710938,260,41.26444625854492,179,53.79532241821289,217,24.818872451782227,193,47.80162811279297,220,39.23067092895508,223,45.64518356323242,287,24.152542114257812,184,40.57561111450195,253,23.575613021850586,293,44.02474594116211,272,26.703968048095703,293,78.39952087402344,210,44.02474594116211,202,47.99007034301758,233
32.28324508666992,140,25.027368545532227,142,60.93443298339844,146,48.47700119018555,247,35.30363845825195,152,23.70928192138672,200,40.67360305786133,243,22.834787368774414,175,24.56295394897461,240,24.907934188842773,221,31.752979278564453,414,16.40000343322754,392,36.35528564453125,454,9.021227836608887,314,21.270483016967773,428,63.320377349853516,279,40.80987548828125,256,38.28825759887695,474,37.64331817626953,238,38.28825759887695,191,77.41667175292969,198
20.48700714111328,115,20.782703399658203,120,21.95146942138672,116,25.44580841064453,251,18.434358596801758,144,23.32573127746582,216,28.20061492919922,298,31.866565704345703,211,27.62236213684082,245,21.288564682006836,225,45.443626403808594,433,32.28676986694336,393,20.99939727783203,522,58.223140716552734,342,20.88812828063965,465,39.64864730834961,320,46.732383728027344,293,39.64864730834961,528,39.64864730834961,229,39.64864730834961,201,39.64864730834961,284
45.57714080810547,35,51.06866455078125,35,45.52600860595703,36,40.89844512939453,247,61.37300491333008,67,9.659523963928223,216,19.917766571044922,288,13.130266189575195,168,8.517809867858887,249,12.457709312438965,234,21.196889877319336,131,42.78052520751953,124,22.5299072265625,283,57.958858489990234,120,17.10096549987793,268,114.63778686523438,372,64.12674713134766,338,62.998939514160156,328,91.13261413574219,295,64.12674713134766,254,64.12674713134766,254
41.43647766113281,245,20.229961395263672,167,46.97514724731445,246,40.03239059448242,312,17.33208465576172,252,67.45553588867188,137,17.07703971862793,274,61.2896842956543,130,29.48965835571289,207,41.91062927246094,149,13.424254417419434,72,17.34375762939453,74,12.21660041809082,88,26.09203338623047,78,13.270438194274902,76,32.47188949584961,348,30.39706039428711,325,43.64065933227539,93,30.39706039428711,249,41.747920989990234,256,23.325109481811523,217
16.762680053710938,119,29.452836990356445,111,16.150442123413086,141,14.627374649047852,177,15.708213806152344,152,121.49085998535156,179,24.473026275634766,260,85.84098052978516,155,66.17808532714844,235,77.040283203125,197,37.10858154296875,238,31.01898956298828,223,6.684039115905762,420,34.09238052368164,211,24.111125946044922,294,9.477334022521973,277,8.24213695526123,295,14.756698608398438,423,12.75291633605957,223,20.232210159301758,227,8.242325782775879,250
22.360902786254883,149,22.360902786254883,142,44.69209289550781,170,50.33195495605469,197,50.33195495605469,165,32.081600189208984,220,22.360902786254883,257,22.360902786254883,207,22.360902786254883,255,22.360902786254883,237,28.110456466674805,65,43.86680603027344,70,44.69209289550781,67,22.360902786254883,63,22.360902786254883,67,26.87877082824707,306,22.360902786254883,279,22.360902786254883,72,22.360902786254883,210,22.360902786254883,196,22.360902786254883,191
