per_of_RERERETE_semantics_0,seq_of_RERERETE_semantics_0,per_of_RERERETE_semantics_1,seq_of_RERERETE_semantics_1,per_of_RERERETE_semantics_2,seq_of_RERERETE_semantics_2,per_of_RERERETE_semantics_3,seq_of_RERERETE_semantics_3,per_of_RERERETE_semantics_4,seq_of_RERERETE_semantics_4,per_of_RERERETE_kwg_0,seq_of_RERERETE_kwg_0,per_of_RERERETE_kwg_1,seq_of_RERERETE_kwg_1,per_of_RERERETE_kwg_2,seq_of_RERERETE_kwg_2,per_of_RERERETE_kwg_3,seq_of_RERERETE_kwg_3,per_of_RERERETE_kwg_4,seq_of_RERERETE_kwg_4,per_of_RERERETE_SIR_0,seq_of_RERERETE_SIR_0,per_of_RERERETE_SIR_1,seq_of_RERERETE_SIR_1,per_of_RERERETE_SIR_2,seq_of_RERERETE_SIR_2,per_of_RERERETE_SIR_3,seq_of_RERERETE_SIR_3,per_of_RERERETE_SIR_4,seq_of_RERERETE_SIR_4,per_of_RNormalTranslation_semantics_0,seq_of_RNormalTranslation_semantics_0,per_of_RNormalTranslation_kwg_0,seq_of_RNormalTranslation_kwg_0,per_of_RNormalTranslation_sir_0,seq_of_RNormalTranslation_sir_0,per_of_RPivotTranslation_semantics_0,seq_of_RPivotTranslation_semantics_0,per_of_RPivotTranslation_kwg_0,seq_of_RPivotTranslation_kwg_0,per_of_RPivotTranslation_sir_0,seq_of_RPivotTranslation_sir_0
77.31415557861328,200,33.610618591308594,203,18.88054084777832,220,18.084476470947266,295,18.88054084777832,233,35.49064636230469,150,30.28731346130371,243,55.5693359375,145,65.44606018066406,203,143.49374389648438,186,28.032991409301758,319,31.04709243774414,290,36.293251037597656,333,74.390380859375,273,28.49675941467285,318,11.917325973510742,323,11.917325973510742,267,11.917325973510742,449,19.976673126220703,242,174.01608276367188,196,18.699996948242188,287
20.08848762512207,147,39.908912658691406,135,21.183137893676758,163,63.079586029052734,195,15.611066818237305,164,16.85814094543457,232,20.623050689697266,327,16.85814094543457,228,41.02231216430664,301,22.619396209716797,251,30.868555068969727,351,25.021495819091797,324,13.414278030395508,423,16.84459686279297,291,27.949798583984375,375,60.13783264160156,289,25.633939743041992,300,34.172523498535156,418,41.64337921142578,226,25.633939743041992,195,33.157047271728516,222
20.374086380004883,165,70.3890609741211,153,18.01102066040039,179,22.324478149414062,236,24.64295768737793,205,49.64914321899414,154,15.12354564666748,238,34.75345230102539,153,29.132617950439453,199,49.64914321899414,179,18.4926700592041,121,63.23302459716797,119,25.84821128845215,216,52.5309944152832,113,19.436586380004883,149,19.32379722595215,288,25.48956871032715,241,32.661033630371094,250,37.501808166503906,191,17.40662384033203,249,22.25824737548828,128
41.69575881958008,163,65.77618408203125,157,32.09650421142578,180,30.598773956298828,259,57.124755859375,203,16.344663619995117,188,10.809609413146973,250,17.122068405151367,192,11.443445205688477,215,18.544790267944336,181,141.97206115722656,85,25.781007766723633,77,20.955928802490234,99,29.3898983001709,77,60.666255950927734,93,25.52372169494629,311,31.154891967773438,310,20.683908462524414,130,24.8618221282959,222,14.83438491821289,235,24.8618221282959,237
16.385623931884766,130,16.999542236328125,117,21.58108901977539,154,41.612396240234375,181,42.35943603515625,178,38.438232421875,150,35.01789855957031,221,39.0213508605957,146,44.0432014465332,197,39.561641693115234,164,27.765344619750977,107,35.90157699584961,101,75.21843719482422,135,32.38474655151367,101,36.854209899902344,117,31.59177589416504,228,46.870086669921875,251,35.037559509277344,148,124.69039154052734,282,87.71985626220703,204,35.037559509277344,220
41.1872673034668,120,31.8074951171875,109,27.065013885498047,155,25.295055389404297,279,43.15453338623047,190,69.76952362060547,197,42.98723220825195,271,66.65364074707031,192,46.80862045288086,244,115.84786987304688,213,24.37748146057129,71,41.18254470825195,69,47.71084976196289,83,36.124507904052734,62,40.5238037109375,80,194.0253143310547,300,194.0253143310547,288,217.17054748535156,79,51.779476165771484,213,194.0253143310547,211,194.0253143310547,200
90.11341857910156,103,34.403438568115234,94,75.44610595703125,112,123.838623046875,175,75.44610595703125,143,20.50761604309082,195,25.625341415405273,286,43.473960876464844,177,23.491863250732422,236,16.058238983154297,206,42.04093933105469,85,15.7926607131958,86,25.868593215942383,94,13.343892097473145,85,19.855911254882812,93,106.44453430175781,162,51.90882873535156,286,32.91751480102539,105,29.162498474121094,227,32.91751480102539,232,51.90882873535156,199
18.689708709716797,148,37.63934326171875,142,20.829307556152344,171,13.302838325500488,258,17.10372543334961,201,25.697633743286133,247,17.024450302124023,295,22.491146087646484,244,22.735971450805664,283,29.118791580200195,264,15.769479751586914,39,15.769479751586914,44,9.114891052246094,50,15.464913368225098,43,8.669575691223145,51,21.619131088256836,311,13.146611213684082,325,16.55645751953125,57,25.687883377075195,225,23.1888427734375,197,14.221134185791016,283
22.393550872802734,162,25.69727897644043,81,24.03809356689453,158,29.624677658081055,196,20.915857315063477,166,31.66791343688965,219,15.194255828857422,300,25.715194702148438,206,13.466658592224121,284,17.274446487426758,241,22.171401977539062,73,17.95768928527832,74,18.46862030029297,80,21.714868545532227,64,18.305416107177734,75,15.194255828857422,276,13.466658592224121,371,15.825026512145996,117,15.194255828857422,305,13.466658592224121,237,15.825026512145996,215
31.11377716064453,139,31.11377716064453,130,31.11377716064453,144,56.69636917114258,183,27.877052307128906,152,42.04017639160156,232,27.360877990722656,313,50.18571472167969,212,34.07868194580078,252,42.04017639160156,248,47.16701126098633,56,48.55976867675781,56,48.78981399536133,69,58.44639205932617,43,51.10215377807617,57,41.33177185058594,189,29.40313148498535,308,29.40313148498535,80,45.22673416137695,227,29.40313148498535,255,41.33177185058594,233
14.228882789611816,196,14.26911735534668,161,24.384510040283203,197,15.131508827209473,228,12.707274436950684,203,55.60792922973633,244,15.131508827209473,337,40.13814163208008,233,23.627971649169922,266,20.549409866333008,278,31.798358917236328,136,71.52200317382812,131,26.288314819335938,227,77.80225372314453,126,35.838375091552734,180,15.131508827209473,340,15.131508827209473,348,15.051067352294922,230,14.896671295166016,291,15.131508827209473,243,18.68065643310547,227
13.179312705993652,70,17.371767044067383,66,11.459980010986328,87,13.13100814819336,107,9.460959434509277,95,8.208196640014648,207,10.045348167419434,275,8.208196640014648,198,8.208196640014648,221,8.14460563659668,221,83.6039047241211,179,16.558752059936523,168,26.355249404907227,220,31.939130783081055,146,41.971073150634766,189,35.42977523803711,164,36.195133209228516,285,17.848344802856445,238,38.913516998291016,203,59.36642074584961,207,32.3327522277832,185
27.41937255859375,121,29.476280212402344,110,20.773616790771484,139,15.45887565612793,207,11.84866714477539,158,61.339210510253906,181,20.90370750427246,267,48.50422668457031,156,27.957843780517578,235,30.366640090942383,197,45.764732360839844,101,55.22224807739258,80,18.862873077392578,168,44.6500129699707,77,45.764732360839844,111,39.8804931640625,268,20.99478530883789,306,54.406288146972656,167,20.0132999420166,319,57.36143493652344,310,37.81661605834961,304
23.134296417236328,153,25.03829002380371,130,33.48469161987305,174,20.406007766723633,228,21.680728912353516,219,31.27068328857422,158,45.876041412353516,295,31.27068328857422,142,38.18610763549805,256,31.27068328857422,183,62.65657424926758,278,20.82883071899414,243,15.741202354431152,323,46.93552017211914,230,20.45535659790039,306,38.923377990722656,230,24.312931060791016,296,24.312931060791016,289,29.077852249145508,198,24.312931060791016,159,36.26728057861328,228
27.32682228088379,191,25.061702728271484,170,41.29816436767578,217,17.294891357421875,317,17.294891357421875,259,29.585073471069336,190,17.294891357421875,281,34.82533645629883,161,22.846405029296875,261,36.08998489379883,213,35.21540451049805,38,43.1226921081543,35,17.294891357421875,43,32.89307403564453,26,31.957229614257812,37,58.59524154663086,320,55.491275787353516,296,66.03680419921875,45,67.99675750732422,216,55.491275787353516,235,61.80497360229492,224
39.46202087402344,174,39.46202087402344,166,41.8199577331543,198,38.09095764160156,310,154.05770874023438,286,7.765552520751953,162,6.173229694366455,249,7.2451372146606445,141,8.078531265258789,201,7.857662200927734,180,92.94586944580078,83,70.71390533447266,87,69.94126892089844,88,64.23563385009766,83,70.19190979003906,79,25.903350830078125,290,63.02429962158203,329,109.88185119628906,165,147.17677307128906,235,126.6900405883789,278,152.5740203857422,305
32.58242416381836,185,32.58242416381836,142,23.805959701538086,200,25.983173370361328,284,23.805959701538086,247,28.36128044128418,220,28.45425796508789,313,42.31294631958008,217,37.23149490356445,248,28.116910934448242,227,31.242223739624023,60,38.07733154296875,56,28.760908126831055,62,44.10893249511719,58,31.219388961791992,61,40.778621673583984,314,50.806983947753906,318,38.23560333251953,68,50.806983947753906,239,53.629615783691406,216,56.56289291381836,247
40.95963668823242,186,79.52769470214844,159,111.89957427978516,213,64.6626205444336,313,69.6312026977539,238,28.541799545288086,153,28.77557945251465,197,25.630290985107422,149,22.269775390625,186,34.50595474243164,175,29.841463088989258,51,10.377836227416992,37,40.613441467285156,78,111.0846939086914,15,77.64114379882812,40,174.20819091796875,316,36.171329498291016,254,66.62621307373047,66,66.62621307373047,242,90.7801284790039,205,66.62621307373047,244
39.025787353515625,99,39.025787353515625,100,23.81354331970215,156,39.28522872924805,277,23.81354331970215,173,57.1530647277832,119,14.024633407592773,190,38.34258270263672,103,24.181621551513672,152,42.51716995239258,136,41.92922592163086,339,71.26634216308594,328,58.709346771240234,463,42.01664733886719,282,45.898590087890625,380,52.53411102294922,258,51.03076934814453,319,51.03076934814453,480,24.037235260009766,220,51.03076934814453,236,44.01970672607422,253
46.012367248535156,132,25.262510299682617,126,41.48704147338867,170,41.48704147338867,310,41.48704147338867,210,29.87273597717285,191,28.396625518798828,282,29.87273597717285,174,28.396625518798828,234,29.87273597717285,208,21.41779899597168,69,21.41779899597168,68,24.18421745300293,79,24.062469482421875,64,21.41779899597168,76,19.380367279052734,326,19.255840301513672,314,23.727083206176758,84,42.2575798034668,234,29.620914459228516,238,33.949642181396484,218
18.667797088623047,50,18.667797088623047,44,18.667797088623047,46,16.751333236694336,185,16.447139739990234,58,13.861536026000977,246,9.344758033752441,319,11.865137100219727,243,13.188607215881348,297,13.128122329711914,270,19.696117401123047,242,15.729365348815918,235,9.344758033752441,277,15.714076042175293,235,13.369297981262207,267,26.908964157104492,166,38.2396125793457,320,32.7152214050293,289,28.06574058532715,220,25.94554328918457,215,29.41600227355957,232
21.068754196166992,164,21.068754196166992,161,32.35581588745117,175,58.84056091308594,205,35.83795928955078,180,21.61667823791504,195,48.31740951538086,229,43.876407623291016,174,28.531919479370117,215,16.031654357910156,203,25.294736862182617,57,29.044240951538086,58,30.482685089111328,63,39.956825256347656,52,26.579137802124023,62,28.782468795776367,287,55.94613265991211,242,58.4194221496582,67,39.67881393432617,207,49.392433166503906,233,50.81439971923828,220
26.037174224853516,341,29.006301879882812,342,31.620765686035156,345,28.296836853027344,351,36.736228942871094,368,89.47335052490234,240,28.296836853027344,325,29.412540435791016,208,25.149410247802734,288,18.561126708984375,278,25.149410247802734,299,12.31038761138916,293,25.149410247802734,345,25.149410247802734,268,22.763439178466797,312,78.85681915283203,392,72.60322570800781,347,90.12385559082031,355,67.51726531982422,238,78.85681915283203,231,78.85681915283203,237
39.1336555480957,162,39.1336555480957,175,22.691370010375977,168,44.86587905883789,260,39.1336555480957,206,24.197561264038086,247,37.27494812011719,288,32.683467864990234,231,25.06136703491211,250,33.69934844970703,242,42.557106018066406,158,49.81437301635742,154,42.557106018066406,164,42.557106018066406,156,49.81437301635742,159,32.84380340576172,316,29.864431381225586,309,45.51627731323242,167,35.93082809448242,239,15.916440963745117,185,15.916440963745117,142
20.483203887939453,132,7.334573268890381,119,17.59880828857422,149,9.275259017944336,228,8.568778038024902,183,44.171878814697266,232,35.11200714111328,279,46.649818420410156,233,45.99824905395508,268,32.892147064208984,247,13.149062156677246,110,12.13083553314209,99,53.153926849365234,100,12.13083553314209,94,9.313650131225586,107,65.24834442138672,328,17.461397171020508,322,16.372365951538086,198,14.721501350402832,271,13.20186710357666,239,17.213735580444336,301
54.000736236572266,131,47.81697082519531,105,28.30439567565918,165,22.101131439208984,262,47.50544738769531,190,112.07002258300781,141,19.289548873901367,202,64.27347564697266,138,65.17405700683594,187,61.78337478637695,162,86.67205810546875,83,86.11973571777344,70,12.366279602050781,129,42.795166015625,74,39.15788650512695,103,21.270702362060547,277,24.715702056884766,215,13.4056396484375,128,23.840618133544922,209,17.3660888671875,290,18.35781478881836,219
14.219828605651855,151,29.551877975463867,142,14.219828605651855,171,22.895475387573242,241,36.57982635498047,205,55.9911003112793,169,15.931539535522461,242,43.47336959838867,162,31.613754272460938,217,38.838687896728516,193,36.64279556274414,131,40.01075744628906,77,24.014265060424805,138,10.080551147460938,74,29.721330642700195,133,33.579627990722656,301,62.455196380615234,265,39.593971252441406,149,101.40670013427734,195,59.66775894165039,207,58.22180938720703,224
67.79955291748047,165,60.86796188354492,140,63.84312057495117,175,41.39793014526367,251,135.67445373535156,214,21.95235252380371,170,34.1473388671875,214,26.809354782104492,154,51.35368347167969,177,31.445457458496094,172,67.80579376220703,50,26.541040420532227,49,16.663745880126953,101,33.48600769042969,53,19.408954620361328,60,55.17300033569336,281,49.9669075012207,208,48.938514709472656,115,64.89356994628906,149,49.39799880981445,259,69.17325592041016,145
67.71500396728516,174,110.48795318603516,164,69.98420715332031,189,23.3326358795166,252,38.43411636352539,212,48.083316802978516,219,24.835346221923828,292,28.456491470336914,211,21.982572555541992,241,90.62296295166016,235,31.848033905029297,378,31.848033905029297,329,61.77203369140625,450,35.120338439941406,332,33.9606819152832,423,137.74761962890625,287,48.85836410522461,284,47.617835998535156,449,59.85572052001953,183,55.723262786865234,236,87.27339172363281,208
15.447291374206543,139,15.447291374206543,129,15.386683464050293,145,28.608509063720703,298,28.608509063720703,265,14.137736320495605,174,24.90203094482422,295,18.44837188720703,152,22.41477394104004,229,21.345537185668945,210,27.429622650146484,97,25.732892990112305,74,31.496856689453125,147,23.817546844482422,54,22.690500259399414,107,52.454200744628906,268,71.90448760986328,265,62.78397750854492,146,40.18953323364258,204,61.85087585449219,243,47.6063117980957,269
20.051124572753906,191,20.051124572753906,186,16.30458641052246,237,23.9697208404541,318,17.537738800048828,250,53.71049880981445,139,65.31752014160156,280,85.70196533203125,141,53.94615936279297,252,108.51932525634766,146,14.955467224121094,24,14.955467224121094,24,15.568364143371582,23,19.78134536743164,23,15.568364143371582,23,30.49937629699707,423,56.11201477050781,350,72.03874206542969,60,56.11201477050781,281,53.376914978027344,263,49.34346389770508,218
34.16432571411133,128,13.064069747924805,120,18.063514709472656,143,12.329916000366211,229,12.329916000366211,154,8.35213851928711,170,12.329916000366211,251,9.078579902648926,163,11.235053062438965,224,8.052367210388184,203,16.72403335571289,126,10.511566162109375,120,13.669999122619629,155,8.861479759216309,116,12.329916000366211,156,31.31146240234375,272,20.554088592529297,251,23.533353805541992,159,31.374473571777344,181,28.3071231842041,120,22.53797149658203,296
55.25501251220703,51,20.979463577270508,52,22.49306297302246,70,11.442625999450684,100,12.808703422546387,93,36.978965759277344,94,10.909262657165527,105,20.802785873413086,80,30.668495178222656,102,25.52585792541504,88,15.125701904296875,45,17.438146591186523,32,22.549531936645508,55,25.34970474243164,32,26.13819694519043,50,31.291902542114258,112,38.115116119384766,107,49.51596450805664,53,49.12317657470703,214,31.441926956176758,224,20.316320419311523,240
227.85403442382812,195,234.310791015625,179,176.27523803710938,190,115.48011016845703,313,113.5103530883789,223,120.12887573242188,214,68.05926513671875,330,116.01985168457031,214,100.75111389160156,280,90.85735321044922,242,116.4404067993164,447,121.3969955444336,436,92.92166900634766,510,117.45150756835938,413,94.12712860107422,469,42.31190872192383,303,156.14276123046875,315,156.14276123046875,511,172.1901092529297,232,151.5188446044922,247,156.14276123046875,239
6.69064998626709,134,7.058969974517822,122,6.69064998626709,171,16.546802520751953,303,8.997578620910645,275,6.652346134185791,222,14.829191207885742,297,6.652346134185791,211,8.997578620910645,238,6.652346134185791,230,18.941028594970703,204,15.253281593322754,193,17.000547409057617,241,13.440401077270508,161,18.900352478027344,209,19.290119171142578,322,19.28342056274414,307,19.28342056274414,268,19.28342056274414,237,19.28342056274414,220,19.28342056274414,246
38.95016098022461,218,32.619117736816406,204,44.27522659301758,221,40.46212387084961,251,45.7475471496582,239,33.527381896972656,189,40.46212387084961,270,79.3863754272461,179,40.923580169677734,227,37.5523681640625,206,18.89320182800293,215,24.86328125,202,21.815887451171875,249,23.34124755859375,197,28.86627769470215,230,69.39512634277344,273,125.70730590820312,272,85.42575073242188,263,74.83460235595703,182,60.229984283447266,206,59.576839447021484,188
148.043212890625,153,65.85718536376953,135,105.25870513916016,191,115.33631134033203,280,92.32437133789062,215,67.83680725097656,177,50.528526306152344,283,49.95384216308594,155,46.10307693481445,246,36.284584045410156,200,82.6395492553711,41,114.43232727050781,46,99.26065063476562,59,150.6853485107422,41,94.56832885742188,55,279.79095458984375,275,66.82615661621094,306,128.9376220703125,67,171.22567749023438,204,164.5466766357422,208,171.22567749023438,156
166.73202514648438,153,114.42621612548828,152,164.8417205810547,196,68.28548431396484,241,76.9544448852539,202,39.36962890625,187,44.25503921508789,225,109.41285705566406,179,44.25503921508789,205,40.642860412597656,214,70.39338684082031,271,70.95472717285156,246,110.74388122558594,312,70.54621124267578,224,45.44004821777344,281,146.23880004882812,305,159.37423706054688,276,85.76909637451172,338,114.46905517578125,213,151.46466064453125,236,87.43025970458984,253
27.952972412109375,186,34.631446838378906,155,50.10179138183594,201,25.630462646484375,288,26.583433151245117,213,27.50159454345703,157,27.630380630493164,243,15.149105072021484,165,27.50159454345703,193,31.506635665893555,178,36.219932556152344,195,31.755401611328125,183,21.466468811035156,217,28.646377563476562,169,23.453786849975586,214,39.60226821899414,319,27.169193267822266,283,33.05943298339844,209,33.05943298339844,327,27.169193267822266,247,33.05943298339844,268
72.44525909423828,73,37.434364318847656,71,74.5489730834961,97,52.82178497314453,137,21.85776138305664,117,40.684017181396484,177,37.362308502197266,241,37.297454833984375,159,29.991397857666016,220,29.991397857666016,181,24.039382934570312,68,19.664628982543945,68,28.92091178894043,100,14.594082832336426,67,18.78142738342285,73,34.11537551879883,193,23.793033599853516,302,24.104150772094727,107,23.74488067626953,231,24.253095626831055,155,23.092382431030273,313
106.7297134399414,131,106.7297134399414,134,172.51925659179688,227,77.93179321289062,303,82.87422180175781,234,101.76321411132812,152,63.01113510131836,175,30.03936767578125,152,74.65198516845703,151,101.76321411132812,147,82.87422180175781,68,73.74712371826172,51,82.87422180175781,102,73.74712371826172,51,82.87422180175781,84,49.354305267333984,323,49.03849411010742,211,49.354305267333984,114,127.44049835205078,223,49.03849411010742,235,181.6033172607422,241
134.08164978027344,131,93.845947265625,115,97.7627182006836,172,97.42356872558594,256,72.32072448730469,251,24.171689987182617,180,157.9713592529297,217,24.171689987182617,176,33.380958557128906,202,25.99917984008789,197,27.797269821166992,204,18.204113006591797,194,25.120128631591797,379,24.157995223999023,190,27.275236129760742,262,49.71335220336914,313,43.13349533081055,273,73.70634460449219,443,40.98344421386719,277,33.84819412231445,203,30.888917922973633,210
69.82281494140625,158,54.11482620239258,149,87.89847564697266,169,50.074180603027344,277,87.89847564697266,190,51.5010871887207,219,34.516849517822266,318,49.09511184692383,193,82.21318054199219,293,43.53605270385742,271,29.504749298095703,235,28.456714630126953,206,34.81166458129883,250,42.51539611816406,194,47.880149841308594,233,26.313766479492188,339,26.313766479492188,332,26.313766479492188,234,51.665653228759766,228,26.313766479492188,217,26.313766479492188,257
24.710227966308594,160,41.08340835571289,112,42.23381042480469,182,46.27597427368164,267,43.44527053833008,245,51.32276916503906,294,44.878150939941406,327,33.616241455078125,234,63.56614685058594,321,71.56727600097656,295,42.768798828125,101,42.768798828125,97,22.656957626342773,105,70.32642364501953,94,42.768798828125,106,89.06721496582031,307,93.25586700439453,345,62.12615203857422,100,70.02239227294922,252,22.656957626342773,278,22.656957626342773,198
29.623760223388672,138,45.721946716308594,123,31.72748565673828,140,22.701679229736328,226,21.079458236694336,145,28.270673751831055,256,12.127313613891602,311,28.270673751831055,254,13.939221382141113,293,23.8918399810791,281,37.046932220458984,272,30.750469207763672,215,15.790278434753418,370,48.93136215209961,219,14.919304847717285,319,37.15058517456055,325,34.44672393798828,315,45.037506103515625,390,43.87761306762695,209,47.046443939208984,203,29.51800537109375,231
27.76667594909668,142,30.08710289001465,134,9.581201553344727,153,16.431285858154297,229,13.873164176940918,209,29.551355361938477,205,35.64260482788086,263,17.182870864868164,190,34.2678337097168,231,34.2678337097168,215,22.483186721801758,80,34.544288635253906,73,15.195820808410645,97,41.65998458862305,75,25.243244171142578,91,34.66081237792969,282,36.30397033691406,249,31.084747314453125,93,39.69511032104492,188,17.234025955200195,198,35.036964416503906,207
26.7261962890625,177,26.7261962890625,112,34.38532638549805,182,79.50176239013672,236,31.556289672851562,205,51.858978271484375,177,29.8181209564209,250,27.20192527770996,171,95.46513366699219,219,42.97850036621094,188,48.89349365234375,74,48.89349365234375,70,31.191593170166016,79,48.89349365234375,65,32.45791244506836,78,15.254627227783203,230,95.62960815429688,234,10.64371109008789,84,100.90914916992188,218,10.64371109008789,227,185.46337890625,208
71.03367614746094,136,109.6984634399414,140,71.03367614746094,153,71.03367614746094,208,79.3334732055664,182,100.32994842529297,121,9.790276527404785,209,22.546058654785156,104,9.790276527404785,170,73.71122741699219,142,9.790276527404785,99,13.242786407470703,96,9.790276527404785,103,13.242786407470703,94,74.02450561523438,98,158.85977172851562,276,310.8869934082031,272,179.795166015625,108,179.795166015625,217,179.795166015625,188,179.795166015625,246
14.939867973327637,160,12.893392562866211,153,26.084930419921875,162,55.1873664855957,207,38.40030288696289,181,43.21186065673828,203,55.1873664855957,290,47.810577392578125,181,55.1873664855957,249,22.511211395263672,219,27.461824417114258,139,31.61079978942871,124,56.451236724853516,223,131.7575225830078,109,17.312469482421875,177,103.9888687133789,292,109.06230926513672,308,53.918785095214844,232,53.918785095214844,208,89.43948364257812,216,142.18798828125,201
88.79780578613281,190,35.992794036865234,139,21.363985061645508,226,16.375364303588867,311,16.375364303588867,275,47.606685638427734,147,151.68655395507812,164,92.57286834716797,138,212.8666229248047,151,47.606685638427734,152,116.59918975830078,47,65.19075012207031,48,151.68655395507812,48,138.69261169433594,41,151.68655395507812,48,67.22004699707031,326,48.43195343017578,173,48.88560485839844,56,87.15080261230469,304,48.43195343017578,254,48.43195343017578,237
215.1148223876953,79,66.30743408203125,82,124.28875732421875,157,40.33747100830078,222,40.97782516479492,192,32.881465911865234,66,40.269287109375,121,32.26483917236328,60,32.26483917236328,71,32.881465911865234,68,80.06610107421875,120,56.50918960571289,96,38.67452621459961,133,59.2252197265625,92,57.4050178527832,123,63.24406051635742,259,24.024097442626953,170,63.33906936645508,168,24.014110565185547,233,63.33906936645508,217,63.33906936645508,217
29.146093368530273,145,33.12309646606445,151,31.24928855895996,155,18.892789840698242,225,24.64520263671875,163,22.254331588745117,236,17.275218963623047,286,24.003250122070312,237,25.303083419799805,245,22.229084014892578,239,27.260278701782227,94,19.191455841064453,102,18.200632095336914,132,33.033504486083984,96,16.0079288482666,108,42.25180435180664,265,36.85609817504883,308,39.54985427856445,127,40.85042190551758,216,42.25180435180664,187,27.157705307006836,190
